GPU Device 0: "GRID RTX6000P-8C" with compute capability 7.5

2	 0.068832	 0.00023245
4	 0.0376	 0.00340426
8	 0.035936	 0.0284951
16	 0.036224	 0.226148
32	 0.069216	 0.946833
64	 0.085856	 6.1066
128	 0.209152	 20.0539
256	 0.539136	 62.2374
512	 2.12666	 126.224
1024	 8.22173	 261.196
2048	 40.1065	 428.357
4096	 227.042	 605.346
